"","account","subaccount","type","date","num","adj","name","memo","split","debit","credit","balance"
"189","Company Checking Account","Company Checking Account","Check",2018-06-15,"5142",NA,"Automobile Loan Company","Car lease","Car Lease",0,563,44962.5
"190","Company Checking Account","Company Checking Account","Liability Check",2018-06-15,"5143",NA,"Sec125 Administrator","Acct#  870547","SEC125 Payable",0,100,44862.5
"191","Company Checking Account","Company Checking Account","Paycheck",2018-06-15,"3023",NA,"Bolinski, Rafal",NA,"-SPLIT-",0,310.78,44551.72
"192","Company Checking Account","Company Checking Account","Paycheck",2018-06-15,"3024",NA,"Deen, Jeannette",NA,"-SPLIT-",0,218.96,44332.76
"193","Company Checking Account","Company Checking Account","Deposit",2018-06-16,NA,NA,NA,"Deposit","-SPLIT-",18433.45,0,62766.21
"194","Company Checking Account","Company Checking Account","Check",2018-06-22,"5148",NA,"Local Phone Company","6503221414","Telephone",0,221.32,62544.89
"195","Company Checking Account","Company Checking Account","Check",2018-06-22,"5144",NA,"Electronics Manufacturer","New laptop computer","Computer & Office Equipment",0,2500,60044.89
"196","Company Checking Account","Company Checking Account","Check",2018-06-22,"5145",NA,"Lincoln Office Equip.",NA,"Office Equipment",0,350,59694.89
"197","Company Checking Account","Company Checking Account","Check",2018-06-22,"5146",NA,"Fisse Fast Package Delivery","ACCT# 256044025","Postage and Delivery",0,78,59616.89
"198","Company Checking Account","Company Checking Account","Check",2018-06-22,"5147",NA,"Mullen Travel","Air Fare for Convention","-SPLIT-",0,2500,57116.89
"199","Company Checking Account","Company Checking Account","Check",2018-06-25,"5151",NA,"Health Insurance Co.","Employee Health Insurance Policy#258BVF4","-SPLIT-",0,543.83,56573.06
"200","Company Checking Account","Company Checking Account","Check",2018-06-25,"5153",NA,"Pace Shipping Supplies","Acct# 45980","Office Equipment",0,25,56548.06
"201","Company Checking Account","Company Checking Account","Check",2018-06-25,"5149",NA,"Office Supply Store","Acct# 27804","Supplies",0,123.54,56424.52
"202","Company Checking Account","Company Checking Account","Check",2018-06-25,"5150",NA,"Cell Phone Company","Cell","Telephone",0,101.78,56322.74
"203","Company Checking Account","Company Checking Account","Check",2018-06-25,"5152",NA,"Payroll Service Co.","Payroll  Fee","Payroll Service Fees",0,123.08,56199.66
"204","Company Checking Account","Company Checking Account","Check",2018-06-25,"5154",NA,"Deborah Wood (Owner)","Owner's Draw","Deborah Wood Draws",0,11250,44949.66
"205","Company Checking Account","Company Checking Account","Transfer",2018-06-25,NA,NA,NA,"Funds Transfer","Line of Credit",25000,0,69949.66
"206","Company Checking Account","Company Checking Account","Check",2018-06-29,"5157",NA,"Jeff's Janitorial","Monthly Fees","Maintenance/Janitorial",0,200,69749.66
"207","Company Checking Account","Company Checking Account","Check",2018-06-29,"5158",NA,"Automobile Insurance Company","Auto Insurance Policy # 14906","Insurance-Auto",0,120,69629.66
"208","Company Checking Account","Company Checking Account","Check",2018-06-29,"5159",NA,"Credit Card","ACCT# 3786401297855001","QuickBooks Credit Card",0,23.6,69606.06
"209","Company Checking Account","Company Checking Account","Bill Pmt -Check",2018-06-29,"5155",NA,"Fisse Fast Package Delivery","ACCT# 256044025","Accounts Payable",0,148,69458.06
"210","Company Checking Account","Company Checking Account","Bill Pmt -Check",2018-06-29,"5156",NA,"Printing Shop","Inv#","Accounts Payable",0,1000,68458.06
"211","Company Checking Account","Company Checking Account","Deposit",2018-06-30,NA,NA,NA,"Deposit","-SPLIT-",8533.8,0,76991.86
"212","Company Checking Account","Company Checking Account","Paycheck",2018-07-01,"3025",NA,"Bolinski, Rafal",NA,"-SPLIT-",0,310.78,76681.08
"213","Company Checking Account","Company Checking Account","Paycheck",2018-07-01,"3026",NA,"Deen, Jeannette",NA,"-SPLIT-",0,218.96,76462.12
"214","Company Checking Account","Company Checking Account","Check",2018-07-02,"5160",NA,"Kuver Property","July Rent","Rent",0,583.75,75878.37
"215","Company Checking Account","Company Checking Account","Paycheck",2018-07-02,"3024",NA,"King, Vicki",NA,"-SPLIT-",0,30.64,75847.73
"216","Company Checking Account","Company Checking Account","Check",2018-07-03,"5161",NA,"Local Bank","Interest on Line of Credit Jun 07","Interest Expense",0,156.65,75691.08
"217","Company Checking Account","Company Checking Account","Check",2018-07-03,"5162",NA,"Gretton Insurance Co.","July 07 WC Policy # 87023, Gen Liab. #14B09","-SPLIT-",0,461.84,75229.24
"218","Company Checking Account","Company Checking Account","Bill Pmt -Check",2018-07-05,"3076",NA,"Foster Lighting",NA,"Accounts Payable",0,3150,72079.24
"219","Company Checking Account","Company Checking Account","Bill Pmt -Check",2018-07-05,"3077",NA,"Paulsen's Lighting",NA,"Accounts Payable",0,3625,68454.24
"220","Company Checking Account","Company Checking Account","Check",2018-07-12,"5164",NA,"Gas & Electic Company","ACCT# 098703","Utilities",0,28.47,68425.77
"221","Company Checking Account","Company Checking Account","Paycheck",2018-07-15,"3027",NA,"Bolinski, Rafal",NA,"-SPLIT-",0,310.78,68114.99
"222","Company Checking Account","Company Checking Account","Paycheck",2018-07-15,"3028",NA,"Deen, Jeannette",NA,"-SPLIT-",0,218.96,67896.03
"223","Company Checking Account","Company Checking Account","Liability Check",2018-07-15,"5352",NA,"Local Bank","55-5555555","-SPLIT-",0,1043.54,66852.49
"224","Company Checking Account","Company Checking Account","Liability Check",2018-07-16,"5167",NA,"Sec125 Administrator","Acct#  870547","SEC125 Payable",0,100,66752.49
"225","Company Checking Account","Company Checking Account","Paycheck",2018-07-17,"3026",NA,"King, Vicki",NA,"-SPLIT-",0,30.64,66721.85
"226","Company Checking Account","Company Checking Account","Transfer",2018-07-20,NA,NA,NA,"Funds Transfer","Line of Credit",0,10000,56721.85
"227","Company Checking Account","Company Checking Account","Check",2018-07-23,"5176",NA,"Novello Lights Magazine","Q3 07 Ad","Advertising Expense",0,500,56221.85
"228","Company Checking Account","Company Checking Account","Check",2018-07-23,"5175",NA,"Office Supply Store","Acct# 27804","Supplies",0,78.65,56143.2
"229","Company Checking Account","Company Checking Account","Check",2018-07-23,"5168",NA,"Cell Phone Company","Cell","Telephone",0,105.45,56037.75
"230","Company Checking Account","Company Checking Account","Check",2018-07-23,"5169",NA,"Local Phone Company","6503221414","Telephone",0,219.45,55818.3
"231","Company Checking Account","Company Checking Account","Check",2018-07-23,"5170",NA,"Jonathan Graham (reimbursments)","63003 Expense Report","-SPLIT-",0,239.21,55579.09
"232","Company Checking Account","Company Checking Account","Check",2018-07-23,"5171",NA,"King, Vicki",NA,"-SPLIT-",0,63.58,55515.51
"233","Company Checking Account","Company Checking Account","Check",2018-07-23,"5172",NA,"Deborah Wood (Owner)","63003 Exp Report","-SPLIT-",0,208.47,55307.04
"234","Company Checking Account","Company Checking Account","Check",2018-07-23,"5173",NA,"Jeff's Janitorial","supplies","Maintenance/Janitorial",0,127.5,55179.54
"235","Company Checking Account","Company Checking Account","Check",2018-07-23,"5174",NA,"Fisse Fast Package Delivery","ACCT# 256044025","Postage and Delivery",0,78,55101.54
"236","Company Checking Account","Company Checking Account","Check",2018-07-25,"5180",NA,"Health Insurance Co.","Employee Health Insurance Policy#258BVF4","-SPLIT-",0,543.83,54557.71
"237","Company Checking Account","Company Checking Account","Check",2018-07-25,"5181",NA,"Pace Shipping Supplies","Acct# 45980","Office Equipment",0,25,54532.71
"238","Company Checking Account","Company Checking Account","Check",2018-07-25,"5183",NA,"Payroll Service Co.","Payroll  Fee","Payroll Service Fees",0,124.08,54408.63
"239","Company Checking Account","Company Checking Account","Check",2018-07-25,"5178",NA,"Electronics & Computer Store","Computer repair","Computer Repairs",0,390,54018.63
"240","Company Checking Account","Company Checking Account","Check",2018-07-25,"5179",NA,"Deborah Wood (Owner)","Owner's Draw","Deborah Wood Draws",0,10000,44018.63
"241","Company Checking Account","Company Checking Account","Check",2018-07-26,"5184",NA,"Automobile Loan Company","Car lease","Car Lease",0,563,43455.63
"242","Company Checking Account","Company Checking Account","Check",2018-07-31,"5188",NA,"Jeff's Janitorial","Monthly Fees","Maintenance/Janitorial",0,200,43255.63
"243","Company Checking Account","Company Checking Account","Check",2018-07-31,"5187",NA,"Automobile Insurance Company","Auto Insurance Policy # 14906","Insurance-Auto",0,120,43135.63
"244","Company Checking Account","Company Checking Account","Check",2018-07-31,"5186",NA,"Credit Card","ACCT# 3786401297855001","QuickBooks Credit Card",0,122.11,43013.52
"245","Company Checking Account","Company Checking Account","Bill Pmt -Check",2018-07-31,"5185",NA,"Fisse Fast Package Delivery","ACCT# 256044025","Accounts Payable",0,152,42861.52
"246","Company Checking Account","Company Checking Account","Bill Pmt -Check",2018-07-31,"5189",NA,"Printing Shop","Inv#","Accounts Payable",0,675,42186.52
"247","Company Checking Account","Company Checking Account","Check",2018-08-01,"5190",NA,"Kuver Property","Aug Rent","Rent",0,583.75,41602.77
"248","Company Checking Account","Company Checking Account","Transfer",2018-08-01,NA,NA,NA,"Funds Transfer","Line of Credit",5000,0,46602.77
"249","Company Checking Account","Company Checking Account","Paycheck",2018-08-01,"3029",NA,"Bolinski, Rafal",NA,"-SPLIT-",0,310.78,46291.99
"250","Company Checking Account","Company Checking Account","Paycheck",2018-08-01,"3030",NA,"Deen, Jeannette",NA,"-SPLIT-",0,218.96,46073.03
"251","Company Checking Account","Company Checking Account","Deposit",2018-08-01,NA,NA,NA,"Deposit","-SPLIT-",21363.6,0,67436.63
"252","Company Checking Account","Company Checking Account","Check",2018-08-03,"5191",NA,"Local Bank","Interest on Line of Credit July 07","Interest Expense",0,113.25,67323.38
"253","Company Checking Account","Company Checking Account","Check",2018-08-03,"5192",NA,"Gretton Insurance Co.","Aug 07 WC Policy # 87023, Gen Liab. #14B09","-SPLIT-",0,461.84,66861.54
"254","Company Checking Account","Company Checking Account","Paycheck",2018-08-03,"3028",NA,"King, Vicki",NA,"-SPLIT-",0,30.64,66830.9
"255","Company Checking Account","Company Checking Account","Check",2018-08-07,"5193",NA,"Gas & Electic Company","ACCT# 098703","Utilities",0,29.47,66801.43
"256","Company Checking Account","Company Checking Account","Check",2018-08-15,"5198",NA,"Lawson Professional Seminars, Inc.","Fall Seminar #907","Conferences and Seminars",0,350,66451.43
"257","Company Checking Account","Company Checking Account","Check",2018-08-15,"5197",NA,"Automobile Loan Company","Car lease","Car Lease",0,563,65888.43
"258","Company Checking Account","Company Checking Account","Liability Check",2018-08-15,"5199",NA,"Sec125 Administrator","Acct#  870547","SEC125 Payable",0,100,65788.43
"259","Company Checking Account","Company Checking Account","Paycheck",2018-08-15,"3031",NA,"Bolinski, Rafal",NA,"-SPLIT-",0,310.78,65477.65
"260","Company Checking Account","Company Checking Account","Paycheck",2018-08-15,"3032",NA,"Deen, Jeannette",NA,"-SPLIT-",0,219.93,65257.72
"261","Company Checking Account","Company Checking Account","Liability Check",2018-08-15,"5353",NA,"Local Bank","55-5555555","-SPLIT-",0,1122.75,64134.97
"262","Company Checking Account","Company Checking Account","Paycheck",2018-08-17,"3030",NA,"King, Vicki",NA,"-SPLIT-",0,130.64,64004.33
"263","Company Checking Account","Company Checking Account","Deposit",2018-08-18,NA,NA,NA,"Deposit","-SPLIT-",26755.9,0,90760.23
"264","Company Checking Account","Company Checking Account","Check",2018-08-20,"5200",NA,"Winkon Public Relations","Annual Campaign","Marketing Expense",0,4500,86260.23
"265","Company Checking Account","Company Checking Account","Bill Pmt -Check",2018-08-20,"3078",NA,"Foster Lighting",NA,"Accounts Payable",0,845,85415.23
"266","Company Checking Account","Company Checking Account","Check",2018-08-22,"5202",NA,"Office Supply Store","Acct# 27804","Supplies",0,125.47,85289.76
"267","Company Checking Account","Company Checking Account","Check",2018-08-22,"5203",NA,"Local Phone Company","6503221414","Telephone",0,213.56,85076.2
"268","Company Checking Account","Company Checking Account","Check",2018-08-22,"5209",NA,"Deborah Wood (Owner)","Petty Cash","-SPLIT-",0,462.12,84614.08
"269","Company Checking Account","Company Checking Account","Check",2018-08-22,"5201",NA,"Professional Subscriptions","Professional Journal","Dues and Subscriptions",0,350,84264.08
"270","Company Checking Account","Company Checking Account","Check",2018-08-22,"5204",NA,"Professional Subscriptions","Professional Journal","Dues and Subscriptions",0,350,83914.08
"271","Company Checking Account","Company Checking Account","Check",2018-08-22,"5205",NA,"Professional Subscriptions","Professional Journal","Dues and Subscriptions",0,350,83564.08
"272","Company Checking Account","Company Checking Account","Check",2018-08-22,"5206",NA,"Professional Association","Registration for Fall Convention","-SPLIT-",0,3000,80564.08
"273","Company Checking Account","Company Checking Account","Check",2018-08-22,"5207",NA,"Postmaster","postage","Postage and Delivery",0,54,80510.08
"274","Company Checking Account","Company Checking Account","Check",2018-08-22,"5208",NA,"Fisse Fast Package Delivery","ACCT# 256044025","Postage and Delivery",0,78,80432.08
"275","Company Checking Account","Company Checking Account","Check",2018-08-23,"5210",NA,"Cell Phone Company","Cell","Telephone",0,99.63,80332.45
"276","Company Checking Account","Company Checking Account","Check",2018-08-24,"5213",NA,"Health Insurance Co.","Employee Health Insurance Policy#258BVF4","-SPLIT-",0,543.83,79788.62
"277","Company Checking Account","Company Checking Account","Check",2018-08-24,"5211",NA,"Pace Shipping Supplies","Acct# 45980","Office Equipment",0,25,79763.62
"278","Company Checking Account","Company Checking Account","Check",2018-08-24,"5212",NA,"Payroll Service Co.","Payroll  Fee","Payroll Service Fees",0,123.08,79640.54
"279","Company Checking Account","Company Checking Account","Check",2018-08-27,"5214",NA,"Deborah Wood (Owner)","Owner's Draw","Deborah Wood Draws",0,12000,67640.54
"280","Company Checking Account","Company Checking Account","Check",2018-08-31,"5215",NA,"Jeff's Janitorial","Monthly Fees","Maintenance/Janitorial",0,200,67440.54
"281","Company Checking Account","Company Checking Account","Check",2018-08-31,"5219",NA,"Automobile Insurance Company","Auto Insurance Policy # 14906","Insurance-Auto",0,120,67320.54
"282","Company Checking Account","Company Checking Account","Check",2018-08-31,"5216",NA,"Credit Card","ACCT# 3786401297855001","QuickBooks Credit Card",0,66.03,67254.51
"283","Company Checking Account","Company Checking Account","Bill Pmt -Check",2018-08-31,"5217",NA,"Fisse Fast Package Delivery","ACCT# 256044025","Accounts Payable",0,148,67106.51
"284","Company Checking Account","Company Checking Account","Bill Pmt -Check",2018-08-31,"5218",NA,"Printing Shop","Inv#","Accounts Payable",0,835,66271.51
"285","Company Checking Account","Company Checking Account","Paycheck",2018-09-01,"3033",NA,"Bolinski, Rafal",NA,"-SPLIT-",0,310.78,65960.73
"286","Company Checking Account","Company Checking Account","Paycheck",2018-09-01,"3034",NA,"Deen, Jeannette",NA,"-SPLIT-",0,218.96,65741.77
